Phylum,Class,Order,Family,Genus,sample,name2,count
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,X1088,Control 6,11
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,X1090,Heated 2,15
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,X1091,Heated 3,21
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,X1092,Heated 4,7
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,X1094,Heated 6,11
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_A,X1083,Control 1,7
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_A,X1085,Control 3,11
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_A,X1090,Heated 2,8
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_A,X1091,Heated 3,15
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_A,X1092,Heated 4,8
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_A,X1093,Heated 5,9
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_A,X1094,Heated 6,19
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_C,X1085,Control 3,3
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_C,X1086,Control 4,4
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,X1086,Control 4,8
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Unclassified,X1083,Control 1,25
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Unclassified,X1084,Control 2,14
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Unclassified,X1085,Control 3,29
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Unclassified,X1086,Control 4,25
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Unclassified,X1090,Heated 2,28
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Unclassified,X1091,Heated 3,24
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Unclassified,X1092,Heated 4,15
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Unclassified,X1094,Heated 6,8
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter_A,X1083,Control 1,103
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter_A,X1084,Control 2,91
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter_A,X1085,Control 3,89
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter_A,X1086,Control 4,79
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter_A,X1087,Control 5,75
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter_A,X1088,Control 6,32
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter_A,X1093,Heated 5,4
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,X1083,Control 1,16
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,X1084,Control 2,12
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,X1091,Heated 3,17
Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Unclassified,X1084,Control 2,4
Proteobacteria,Gammaproteobacteria,Methylococcales,Unclassified,Unclassified,X1092,Heated 4,3
Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,X1087,Control 5,2
Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,X1090,Heated 2,6
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,1162T-S-0a-05,X1083,Control 1,6
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Agarilytica,X1091,Heated 3,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Agarilytica,X1092,Heated 4,2
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio,X1083,Control 1,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio,X1084,Control 2,3
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio,X1093,Heated 5,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio,X1094,Heated 6,16
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Teredinibacter,X1087,Control 5,3
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Teredinibacter,X1090,Heated 2,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Teredinibacter,X1091,Heated 3,19
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Teredinibacter,X1092,Heated 4,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Teredinibacter,X1094,Heated 6,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Unclassified,X1084,Control 2,2
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Unclassified,X1091,Heated 3,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,DSM-21967,Dasania,X1083,Control 1,3
Proteobacteria,Gammaproteobacteria,Pseudomonadales,DSM-21967,Oceanicoccus,X1084,Control 2,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,DSM-21967,Oceanicoccus,X1092,Heated 4,3
Proteobacteria,Gammaproteobacteria,Pseudomonadales,DSM-6294,Bermanella,X1083,Control 1,9
Proteobacteria,Gammaproteobacteria,Pseudomonadales,DSM-6294,Bermanella,X1090,Heated 2,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,DSM-6294,Oleibacter,X1090,Heated 2,6
Proteobacteria,Gammaproteobacteria,Pseudomonadales,GM7GCV1,JABJGI01,X1083,Control 1,36
Proteobacteria,Gammaproteobacteria,Pseudomonadales,GM7GCV1,JABJGI01,X1084,Control 2,42
Proteobacteria,Gammaproteobacteria,Pseudomonadales,GM7GCV1,JABJGI01,X1085,Control 3,20
Proteobacteria,Gammaproteobacteria,Pseudomonadales,GM7GCV1,JABJGI01,X1086,Control 4,22
Proteobacteria,Gammaproteobacteria,Pseudomonadales,GM7GCV1,JABJGI01,X1087,Control 5,41
Proteobacteria,Gammaproteobacteria,Pseudomonadales,GM7GCV1,JABJGI01,X1088,Control 6,19
Proteobacteria,Gammaproteobacteria,Pseudomonadales,GM7GCV1,JABJGI01,X1092,Heated 4,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,GM7GCV1,JABJGI01,X1093,Heated 5,7
Proteobacteria,Gammaproteobacteria,Pseudomonadales,GM7GCV1,JABJGI01,X1094,Heated 6,13
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4582,X1094,Heated 6,13
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1083,Control 1,117
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1084,Control 2,167
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1085,Control 3,218
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1086,Control 4,143
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1087,Control 5,207
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1088,Control 6,102
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1089,Heated 1,69
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1090,Heated 2,501
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1091,Heated 3,698
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1092,Heated 4,528
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1093,Heated 5,285
Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,X1094,Heated 6,627
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Aequoribacter,X1092,Heated 4,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Aequoribacter,X1094,Heated 6,14
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Haliea,X1089,Heated 1,2
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Haliea,X1090,Heated 2,3
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Haliea,X1093,Heated 5,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Haliea,X1094,Heated 6,16
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,X1083,Control 1,9
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,X1085,Control 3,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,X1086,Control 4,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,X1092,Heated 4,7
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,X1094,Heated 6,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,X1094,Heated 6,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Parahaliea,X1083,Control 1,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Parahaliea,X1084,Control 2,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Parahaliea,X1085,Control 3,11
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Parahaliea,X1087,Control 5,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Parahaliea,X1088,Control 6,3
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Parahaliea,X1090,Heated 2,15
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Parahaliea,X1094,Heated 6,33
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Unclassified,X1083,Control 1,226
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Unclassified,X1084,Control 2,204
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Unclassified,X1085,Control 3,276
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Unclassified,X1086,Control 4,157
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Unclassified,X1087,Control 5,243
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Unclassified,X1088,Control 6,144
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Unclassified,X1092,Heated 4,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Unclassified,X1093,Heated 5,6
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Unclassified,X1094,Heated 6,30
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Unclassified,X1083,Control 1,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Unclassified,X1086,Control 4,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Unclassified,X1090,Heated 2,25
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Unclassified,X1091,Heated 3,27
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Unclassified,X1094,Heated 6,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,HIMB30,X1084,Control 2,3
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,HIMB30,X1090,Heated 2,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,HIMB30,X1091,Heated 3,36
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,HIMB30,X1092,Heated 4,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,HIMB30,X1093,Heated 5,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,HIMB30,X1094,Heated 6,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,X1083,Control 1,6
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,X1090,Heated 2,13
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,X1091,Heated 3,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,X1092,Heated 4,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,X1093,Heated 5,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,X1094,Heated 6,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,X1094,Heated 6,11
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Paraperlucidibaca,X1089,Heated 1,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Paraperlucidibaca,X1090,Heated 2,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Natronospirillaceae,Reinekea,X1084,Control 2,6
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Natronospirillaceae,Reinekea,X1094,Heated 6,12
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Amphritea,X1091,Heated 3,27
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Motiliproteus,X1091,Heated 3,12
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Neptunomonas,X1090,Heated 2,8
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Neptunomonas,X1094,Heated 6,17
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,X1083,Control 1,9
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,X1089,Heated 1,7
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,X1091,Heated 3,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Oleiphilus,X1091,Heated 3,9
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1083,Control 1,290
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1084,Control 2,246
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1085,Control 3,278
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1086,Control 4,192
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1087,Control 5,262
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1088,Control 6,138
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1089,Heated 1,277
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1090,Heated 2,1326
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1091,Heated 3,1296
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1092,Heated 4,1642
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1093,Heated 5,990
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,X1094,Heated 6,2484
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,LSUCC0057,X1091,Heated 3,14
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,X1083,Control 1,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,X1085,Control 3,23
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,X1086,Control 4,9
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,X1087,Control 5,14
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,X1088,Control 6,7
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,X1089,Heated 1,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,X1090,Heated 2,78
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,X1091,Heated 3,98
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,X1092,Heated 4,65
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,X1093,Heated 5,47
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,X1094,Heated 6,141
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Unclassified,X1083,Control 1,30
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Unclassified,X1084,Control 2,22
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Unclassified,X1085,Control 3,40
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Unclassified,X1086,Control 4,23
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Unclassified,X1087,Control 5,30
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Unclassified,X1088,Control 6,21
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,X1083,Control 1,24
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,X1084,Control 2,31
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,X1085,Control 3,35
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,X1086,Control 4,11
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,X1087,Control 5,15
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,X1088,Control 6,9
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,X1090,Heated 2,15
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,X1091,Heated 3,52
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,X1092,Heated 4,7
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,X1093,Heated 5,8
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,X1094,Heated 6,32
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1083,Control 1,366
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1084,Control 2,303
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1085,Control 3,337
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1086,Control 4,250
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1087,Control 5,362
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1088,Control 6,216
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1089,Heated 1,301
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1090,Heated 2,1322
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1091,Heated 3,1045
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1092,Heated 4,2000
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1093,Heated 5,880
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,X1094,Heated 6,1968
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Unclassified,X1083,Control 1,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Unclassified,X1085,Control 3,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_A,X1094,Heated 6,5
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_D,X1090,Heated 2,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,X1083,Control 1,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,X1086,Control 4,8
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,X1089,Heated 1,23
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,X1090,Heated 2,59
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,X1091,Heated 3,61
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,X1092,Heated 4,25
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,X1093,Heated 5,41
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,X1094,Heated 6,14
Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA5518,UBA5518,X1083,Control 1,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA5518,UBA5518,X1085,Control 3,11
Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA5518,UBA5518,X1087,Control 5,8
Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA5518,UBA5518,X1088,Control 6,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA5518,UBA5518,X1094,Heated 6,12
Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA6940,UBA6940,X1091,Heated 3,7
Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA6940,UBA6940,X1092,Heated 4,4
Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA6940,UBA6940,X1093,Heated 5,9
Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA6940,UBA6940,X1094,Heated 6,10
Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA7239,UBA7239,X1086,Control 4,2
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unclassified,Unclassified,X1083,Control 1,224
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unclassified,Unclassified,X1084,Control 2,249
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unclassified,Unclassified,X1085,Control 3,311
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unclassified,Unclassified,X1086,Control 4,201
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unclassified,Unclassified,X1087,Control 5,294
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unclassified,Unclassified,X1088,Control 6,227
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unclassified,Unclassified,X1090,Heated 2,56
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unclassified,Unclassified,X1091,Heated 3,12
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unclassified,Unclassified,X1092,Heated 4,25
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unclassified,Unclassified,X1093,Heated 5,7
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Unclassified,Unclassified,X1094,Heated 6,65
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1083,Control 1,100
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1084,Control 2,72
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1085,Control 3,116
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1086,Control 4,71
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1087,Control 5,66
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1088,Control 6,59
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1089,Heated 1,153
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1090,Heated 2,990
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1091,Heated 3,2101
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1092,Heated 4,1262
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1093,Heated 5,532
Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,X1094,Heated 6,1850
Proteobacteria,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,X1093,Heated 5,2
Proteobacteria,Gammaproteobacteria,SZUA-229,SZUA-229,Unclassified,X1090,Heated 2,6
Proteobacteria,Gammaproteobacteria,SZUA-229,SZUA-229,Unclassified,X1091,Heated 3,7
Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,13-2-20CM-66-19,X1084,Control 2,3
Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,CADEED01,X1087,Control 5,4
Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,CADEED01,X1090,Heated 2,5
Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,RPQJ01,X1083,Control 1,10
Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,RPQJ01,X1090,Heated 2,20
Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,SZAS-83,X1086,Control 4,2
Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter_A,X1083,Control 1,5
Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Unclassified,X1083,Control 1,6
Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Unclassified,X1085,Control 3,3
Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Unclassified,X1091,Heated 3,23
Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,GCA-002282575,X1092,Heated 4,2
Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,X1083,Control 1,28
Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,X1084,Control 2,19
Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,X1085,Control 3,23
Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,X1086,Control 4,8
Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,X1087,Control 5,10
Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,X1088,Control 6,12
